client_id,age,job,marital,education,account_id,in_default,balance,housing,loan,contact,campaign_id_x,day,month,duration,campaign,pdays,previous,outcome_id,poutcome,y,day_range,age_category,balance_category,duration_category,campaign_category,pdays_category,previous_category,probability_yes,MinMax_balance,index_probability
4447437,45,management,married,tertiary,44233,no,31472.0,no,no,cellular,44233,19,jul,568,7,-1,0,44233,unknown,unknown,Mid Month,Middle-aged,Ultra High,Long,Moderate,Recent,Few,0.64511853,0.3585332195449676,0.23129642518571084
7040937,54,management,married,tertiary,27160,no,37176.0,no,no,cellular,27160,21,nov,206,1,-1,0,27160,unknown,unknown,Late Month,Middle-aged,Ultra High,Moderate,Few,Recent,Few,0.54909754,0.41031903110417084,0.22530516977154158
7947137,27,management,single,tertiary,41618,no,20585.0,no,no,cellular,41618,23,sep,299,1,100,1,41618,success,unknown,Late Month,Young Adult,Ultra High,Moderate,Few,Distant,Few,0.8570293,0.2596916819494126,0.22256338528160083
4960136,45,self-employed,married,tertiary,25169,no,35589.0,no,no,telephone,25169,18,nov,570,2,-1,0,25169,unknown,unknown,Mid Month,Middle-aged,Ultra High,Long,Few,Recent,Few,0.554213,0.3959108819203602,0.2194189526223349
7595018,42,entrepreneur,married,tertiary,19796,no,42045.0,no,no,cellular,19796,8,aug,205,2,-1,0,19796,unknown,no,Early Month,Middle-aged,Ultra High,Moderate,Few,Recent,Few,0.47085914,0.4545239954242551,0.21401677766650692
8528743,42,management,married,tertiary,43673,no,27696.0,no,no,cellular,43673,12,may,176,2,89,5,43673,success,unknown,Mid Month,Middle-aged,Ultra High,Short,Few,Recent,Many,0.6512952,0.32425144807800554,0.211183406891377
4021629,51,management,single,tertiary,39990,no,102127.0,no,no,cellular,39990,3,jun,90,1,-1,0,39990,unknown,unknown,Early Month,Middle-aged,Ultra High,Short,Few,Recent,Few,0.20968702,1.0,0.2096870243549347
3205450,77,retired,married,primary,43291,no,29340.0,no,no,cellular,43291,15,mar,257,1,91,2,43291,other,unknown,Mid Month,Senior,Ultra High,Moderate,Few,Recent,Few,0.61774474,0.3391770922230494,0.20952486594629863
2828021,24,student,single,secondary,39536,no,23878.0,no,no,cellular,39536,26,may,133,1,97,1,39536,success,unknown,Late Month,Young Adult,Ultra High,Short,Few,Recent,Few,0.71654856,0.28958836453434533,0.20750412619345748
5545073,50,services,married,secondary,27391,no,57435.0,yes,no,cellular,27391,21,nov,319,3,-1,0,27391,unknown,unknown,Late Month,Middle-aged,Ultra High,Moderate,Moderate,Recent,Few,0.34843472,0.5942476349572385,0.20705650619518662
3875972,39,admin.,married,secondary,41686,no,26233.0,no,no,cellular,41686,2,oct,462,1,-1,0,41686,unknown,unknown,Early Month,Adult,Ultra High,Moderate,Few,Recent,Few,0.6501374,0.31096907740635155,0.20217263507446467
3563602,33,management,married,tertiary,42972,no,22867.0,yes,no,cellular,42972,10,feb,165,1,92,5,42972,success,unknown,Early Month,Adult,Ultra High,Short,Few,Recent,Many,0.71075416,0.2804096381166815,0.1993023157054814
8464715,54,management,divorced,tertiary,3852,no,29887.0,yes,no,unknown,3852,16,may,865,1,-1,0,3852,unknown,unknown,Mid Month,Middle-aged,Ultra High,Long,Few,Recent,Few,0.5710062,0.34414322807909503,0.19650790964457715
8621291,52,management,married,tertiary,36587,no,23552.0,yes,no,cellular,36587,12,may,507,1,-1,0,36587,unknown,unknown,Mid Month,Middle-aged,Ultra High,Long,Few,Recent,Few,0.6798143,0.2866286565104498,0.19485425348915905
1965107,65,retired,married,secondary,42833,no,23421.0,no,no,cellular,42833,2,feb,432,1,-1,0,42833,unknown,unknown,Early Month,Senior,Ultra High,Moderate,Few,Recent,Few,0.652618,0.28543932598551014,0.1862828394686691
5319989,59,retired,married,secondary,25783,no,32948.0,no,no,cellular,25783,19,nov,243,1,174,2,25783,failure,unknown,Mid Month,Middle-aged,Ultra High,Moderate,Few,Distant,Few,0.50080556,0.3719336153832186,0.18626642133501142
8307134,45,technician,married,tertiary,34017,no,31630.0,no,no,cellular,34017,30,apr,209,1,-1,0,34017,unknown,unknown,Late Month,Middle-aged,Ultra High,Moderate,Few,Recent,Few,0.503448,0.35996767926207035,0.18122501160557208
4357058,32,management,single,tertiary,31001,no,19985.0,no,no,cellular,31001,9,feb,616,5,-1,0,31001,unknown,unknown,Early Month,Adult,Ultra High,Long,Moderate,Recent,Few,0.7103188,0.25424436656800975,0.18059455433023106
9334800,68,retired,married,secondary,33850,no,20723.0,yes,no,cellular,33850,28,apr,318,2,-1,0,33850,unknown,unknown,Late Month,Senior,Ultra High,Moderate,Few,Recent,Few,0.68476665,0.26094456448713527,0.17868613531172484
9571588,46,management,divorced,tertiary,7675,no,14481.0,yes,no,unknown,7675,30,may,1269,1,-1,0,7675,unknown,unknown,Late Month,Middle-aged,Ultra High,Very Long,Few,Recent,Few,0.86684114,0.20427432680260746,0.17707338978907297
2862607,63,retired,married,secondary,43946,no,23047.0,no,no,cellular,43946,17,jun,530,1,139,2,43946,other,unknown,Mid Month,Senior,Ultra High,Long,Few,Distant,Few,0.62397456,0.28204383273110234,0.17598817690611945
4036514,41,management,married,tertiary,43020,no,27696.0,no,no,cellular,43020,12,feb,138,2,184,3,43020,success,unknown,Mid Month,Middle-aged,Ultra High,Short,Few,Distant,Many,0.541811,0.32425144807800554,0.1756829978910039
6964726,56,blue-collar,married,secondary,12927,no,58932.0,no,no,telephone,12927,7,jul,339,2,-1,0,12927,unknown,unknown,Early Month,Middle-aged,Ultra High,Moderate,Few,Recent,Few,0.28173572,0.6078386868338387,0.17124986901543532
6786910,61,management,married,tertiary,42718,no,13546.0,no,no,cellular,42718,25,jan,318,2,283,3,42718,success,unknown,Late Month,Senior,Ultra High,Moderate,Few,Distant,Many,0.85736847,0.195785593666588,0.16786039474083067
4071264,41,admin.,married,secondary,44270,no,14968.0,no,no,cellular,44270,23,jul,1360,4,-1,0,44270,unknown,unknown,Late Month,Middle-aged,Ultra High,Very Long,Moderate,Recent,Few,0.8027567,0.20869573112051276,0.1675319019992877
9205244,46,technician,married,tertiary,42380,no,31630.0,no,no,cellular,42380,30,nov,448,2,214,1,42380,failure,unknown,Late Month,Middle-aged,Ultra High,Moderate,Few,Distant,Few,0.46039578,0.35996767926207035,0.1657276016154929
7330315,47,admin.,married,secondary,24054,no,24556.0,no,no,telephone,24054,20,oct,309,1,-1,0,24054,unknown,unknown,Mid Month,Middle-aged,Ultra High,Moderate,Few,Recent,Few,0.5584487,0.2957438309153306,0.16515774971398997
5943804,69,retired,married,secondary,32184,no,21446.0,no,no,telephone,32184,15,apr,358,2,-1,0,32184,unknown,unknown,Mid Month,Senior,Ultra High,Moderate,Few,Recent,Few,0.6024583,0.2675085795217257,0.16116276357425138
8901444,31,self-employed,single,tertiary,37668,no,17924.0,yes,no,cellular,37668,14,may,745,1,174,3,37668,failure,unknown,Mid Month,Adult,Ultra High,Long,Few,Distant,Many,0.68410766,0.2355328382328909,0.16112981911043067
9193580,56,retired,divorced,tertiary,39493,no,13094.0,no,no,cellular,39493,25,may,1064,1,-1,0,39493,unknown,unknown,Late Month,Middle-aged,Ultra High,Very Long,Few,Recent,Few,0.8405631,0.19168194941259784,0.1611207771503224
2216340,41,admin.,married,secondary,24840,no,16517.0,no,no,cellular,24840,18,nov,1268,2,-1,0,24840,unknown,unknown,Mid Month,Middle-aged,Ultra High,Very Long,Few,Recent,Few,0.7191934,0.22275888366350116,0.1602067186888144
4063677,65,retired,married,secondary,31772,no,20806.0,no,no,telephone,31772,8,apr,523,2,-1,0,31772,unknown,unknown,Early Month,Senior,Ultra High,Long,Few,Recent,Few,0.59671384,0.26169810978156266,0.1561588842601091
5476377,36,management,married,primary,9823,no,22856.0,no,no,unknown,9823,9,jun,1098,1,-1,0,9823,unknown,unknown,Early Month,Adult,Ultra High,Very Long,Few,Recent,Few,0.5519185,0.28030977066802243,0.1547081500187384
2467986,59,unemployed,married,primary,30206,no,19102.0,no,no,cellular,30206,5,feb,462,1,-1,0,30206,unknown,unknown,Early Month,Middle-aged,Ultra High,Moderate,Few,Recent,Few,0.6275005,0.2462277340983785,0.15450801997021285
3986844,31,management,single,tertiary,5134,no,24870.0,yes,no,unknown,5134,21,may,634,2,-1,0,5134,unknown,unknown,Late Month,Adult,Ultra High,Long,Few,Recent,Few,0.5113955,0.29859459263159804,0.1526999351798556
6877289,39,technician,single,secondary,26839,no,18508.0,no,no,cellular,26839,20,nov,1598,4,-1,0,26839,unknown,unknown,Mid Month,Adult,Ultra High,Very Long,Moderate,Recent,Few,0.63050437,0.24083489187078969,0.15184745170936198
7621548,49,management,divorced,tertiary,31491,no,20727.0,no,no,cellular,31491,1,apr,285,3,132,2,31491,failure,unknown,Early Month,Middle-aged,Ultra High,Moderate,Moderate,Distant,Few,0.5799909,0.2609808799230113,0.15136654153751677
1608399,45,management,married,tertiary,23113,no,22815.0,no,no,cellular,23113,26,aug,653,8,-1,0,23113,unknown,unknown,Late Month,Middle-aged,Ultra High,Long,Moderate,Recent,Few,0.5380161,0.27993753745029326,0.150610896783577
1078528,53,management,married,tertiary,29867,no,20772.0,no,no,cellular,29867,4,feb,715,1,-1,0,29867,unknown,unknown,Early Month,Middle-aged,Ultra High,Long,Few,Recent,Few,0.57419974,0.2613894285766165,0.15008974091281077
2520552,57,management,married,tertiary,43357,no,10583.0,no,no,cellular,43357,25,mar,272,1,178,6,43357,success,unknown,Late Month,Middle-aged,Ultra High,Moderate,Few,Distant,Many,0.88161737,0.16888493454142683,0.14889189136157516
7258507,49,management,married,tertiary,27437,no,22520.0,no,no,cellular,27437,21,nov,579,9,-1,0,27437,unknown,unknown,Late Month,Middle-aged,Ultra High,Long,Moderate,Recent,Few,0.53423,0.27725927405443684,0.1481202202646923
3282833,56,admin.,married,secondary,41723,no,16873.0,no,no,cellular,41723,7,oct,223,1,-1,0,41723,unknown,no,Early Month,Middle-aged,Ultra High,Moderate,Few,Recent,Few,0.6518494,0.22599095745646688,0.14731206755475088
3329110,48,management,divorced,tertiary,41383,no,17964.0,yes,no,cellular,41383,1,sep,120,1,98,5,41383,success,unknown,Early Month,Middle-aged,Ultra High,Short,Few,Recent,Many,0.6221097,0.2358959925916511,0.14675318781739888
9462146,42,admin.,married,secondary,41255,no,16517.0,no,no,cellular,41255,24,aug,497,2,279,2,41255,failure,unknown,Late Month,Middle-aged,Ultra High,Moderate,Few,Distant,Few,0.6583419,0.22275888366350116,0.14665150328532564
1940719,33,management,married,tertiary,30386,no,26721.0,no,no,cellular,30386,5,feb,435,3,-1,0,30386,unknown,unknown,Early Month,Adult,Ultra High,Moderate,Moderate,Recent,Few,0.4618333,0.3153995605832259,0.1456620193169782
5365467,31,self-employed,single,tertiary,27470,no,17924.0,yes,no,cellular,27470,21,nov,608,3,-1,0,27470,unknown,unknown,Late Month,Adult,Ultra High,Long,Moderate,Recent,Few,0.6142098,0.2355328382328909,0.14466657067082034
6400827,31,blue-collar,single,secondary,35283,no,11639.0,yes,no,cellular,35283,7,may,1191,1,-1,0,35283,unknown,unknown,Early Month,Adult,Ultra High,Very Long,Few,Recent,Few,0.8103109,0.1784722096126959,0.14461797683396954
7272885,34,management,single,tertiary,43017,no,13014.0,no,no,cellular,43017,12,feb,637,1,183,1,43017,success,unknown,Mid Month,Adult,Ultra High,Long,Few,Distant,Few,0.74875724,0.19095564069507745,0.14297941909201659
1446831,60,admin.,divorced,secondary,41748,no,12039.0,no,no,telephone,41748,12,oct,261,1,187,1,41748,success,unknown,Mid Month,Senior,Ultra High,Moderate,Few,Distant,Few,0.77797866,0.18210375320029779,0.14167283365465988
9742130,33,management,married,tertiary,42196,no,22867.0,yes,no,cellular,42196,10,nov,266,2,92,3,42196,failure,unknown,Early Month,Adult,Ultra High,Moderate,Few,Recent,Many,0.5044378,0.2804096381166815,0.14144922213429445
3419524,56,retired,married,primary,43079,no,16432.0,no,no,cellular,43079,19,feb,702,2,189,2,43079,failure,unknown,Mid Month,Middle-aged,Ultra High,Long,Few,Distant,Few,0.63717484,0.22198718065113576,0.14144464736606208
8810972,41,management,single,tertiary,11188,no,11008.0,no,no,unknown,11188,18,jun,1540,1,-1,0,11188,unknown,unknown,Mid Month,Middle-aged,Ultra High,Very Long,Few,Recent,Few,0.8186916,0.17274344960325386,0.14142361309547702
3716815,27,student,single,tertiary,41923,no,24025.0,no,no,cellular,41923,21,oct,99,1,-1,0,41923,unknown,unknown,Late Month,Young Adult,Ultra High,Short,Few,Recent,Few,0.4845532,0.290922956802789,0.14096764620606791
7956934,71,entrepreneur,married,tertiary,43143,no,15265.0,no,no,cellular,43143,25,feb,865,1,192,2,43143,failure,unknown,Late Month,Senior,Ultra High,Long,Few,Distant,Few,0.66600597,0.21139215223430718,0.1407884351978562
9959002,41,self-employed,single,tertiary,42487,no,10346.0,no,no,cellular,42487,14,dec,352,1,182,3,42487,success,unknown,Mid Month,Middle-aged,Ultra High,Moderate,Few,Distant,Many,0.8362495,0.16673324496577271,0.139430587852514
2453419,31,management,single,tertiary,5628,no,9874.0,yes,no,unknown,5628,23,may,1222,5,-1,0,5628,unknown,unknown,Late Month,Adult,Very High,Very Long,Moderate,Recent,Few,0.8559155,0.16244802353240245,0.13904177914347957
4708241,57,management,married,tertiary,41642,no,10583.0,no,no,cellular,41642,28,sep,341,3,98,3,41642,success,unknown,Late Month,Middle-aged,Ultra High,Moderate,Moderate,Recent,Many,0.82058555,0.16888493454142683,0.1385845367078539
1359397,26,technician,single,secondary,2344,no,24299.0,yes,no,unknown,2344,13,may,704,1,-1,0,2344,unknown,unknown,Mid Month,Young Adult,Ultra High,Long,Few,Recent,Few,0.47155327,0.2934105641602963,0.13835870982290055
3227336,55,management,married,tertiary,39722,no,39098.0,no,no,cellular,39722,27,may,236,3,-1,0,39722,unknown,unknown,Late Month,Middle-aged,Ultra High,Moderate,Moderate,Recent,Few,0.32329562,0.427768598042598,0.13829571543141309
2560277,45,entrepreneur,married,tertiary,26394,no,20138.0,yes,no,cellular,26394,20,nov,871,5,-1,0,26394,unknown,unknown,Mid Month,Middle-aged,Ultra High,Long,Moderate,Recent,Few,0.5409577,0.25563343199026745,0.1382868706735204
2737184,35,technician,single,tertiary,38698,no,13460.0,yes,no,cellular,38698,15,may,1068,3,-1,0,38698,unknown,unknown,Mid Month,Adult,Ultra High,Very Long,Moderate,Recent,Few,0.7067059,0.19500481179525359,0.13781105645474842
1455191,31,management,married,tertiary,40778,no,10884.0,no,no,cellular,40778,10,aug,294,3,98,2,40778,success,unknown,Early Month,Adult,Ultra High,Moderate,Moderate,Recent,Few,0.8007386,0.17161767109109727,0.13742088906382677
5986673,59,management,married,tertiary,26228,no,98417.0,no,no,telephone,26228,20,nov,145,5,-1,0,26228,unknown,unknown,Mid Month,Middle-aged,Ultra High,Short,Moderate,Recent,Few,0.14207199,0.9663174332249923,0.13728664279613959
6212229,36,unemployed,married,secondary,44875,no,17458.0,no,no,cellular,44875,23,sep,390,2,-1,0,44875,unknown,unknown,Late Month,Adult,Ultra High,Moderate,Few,Recent,Few,0.59263206,0.23130208995333468,0.13707703296020388
3227131,75,retired,married,secondary,40572,no,26452.0,no,no,telephone,40572,15,jul,219,2,-1,0,40572,unknown,no,Mid Month,Senior,Ultra High,Moderate,Few,Recent,Few,0.43564945,0.3129573475205636,0.13633969775841157
8487705,32,management,single,tertiary,44057,no,12569.0,no,no,cellular,44057,1,jul,561,2,295,2,44057,success,unknown,Early Month,Adult,Ultra High,Long,Few,Distant,Few,0.72749275,0.18691554845387032,0.13597970630470924
3404641,61,self-employed,married,tertiary,44296,no,10861.0,no,no,cellular,44296,26,jul,336,2,259,3,44296,success,unknown,Late Month,Senior,Ultra High,Moderate,Few,Distant,Many,0.79198706,0.17140885733481015,0.13575359723576316
4217305,53,management,married,tertiary,44439,no,18931.0,no,no,cellular,44439,5,aug,224,1,86,23,44439,other,unknown,Early Month,Middle-aged,Ultra High,Moderate,Few,Recent,Many,0.55309093,0.2446752492146787,0.13532766113246963
7039314,70,entrepreneur,married,tertiary,41103,no,15265.0,no,no,cellular,41103,17,aug,551,2,-1,0,41103,unknown,unknown,Mid Month,Senior,Ultra High,Long,Few,Recent,Few,0.63971215,0.21139215223430718,0.13523012922741476
7869769,55,management,married,tertiary,42040,no,13578.0,no,no,cellular,42040,29,oct,247,2,-1,0,42040,unknown,unknown,Late Month,Middle-aged,Ultra High,Moderate,Few,Recent,Few,0.6894369,0.19607611715359613,0.13518211283254414
2026161,61,self-employed,married,tertiary,45098,no,10861.0,no,no,cellular,45098,25,oct,225,1,91,5,45098,success,unknown,Late Month,Senior,Ultra High,Moderate,Few,Recent,Many,0.7856884,0.17140885733481015,0.1346739509112479
9844107,49,blue-collar,divorced,secondary,29983,no,10613.0,no,yes,cellular,29983,4,feb,1226,1,-1,0,29983,unknown,unknown,Early Month,Middle-aged,Ultra High,Very Long,Few,Recent,Few,0.7939583,0.16915730031049697,0.13430384365492742
7543463,36,technician,single,secondary,44973,no,12264.0,no,no,cellular,44973,11,oct,285,1,182,2,44973,success,unknown,Mid Month,Adult,Ultra High,Moderate,Few,Distant,Few,0.7280545,0.18414649646832387,0.13406868973455052
3156837,38,management,single,tertiary,28431,no,16957.0,yes,no,telephone,28431,29,jan,208,1,247,2,28431,failure,no,Late Month,Adult,Ultra High,Moderate,Few,Distant,Few,0.5901217,0.22675358160986328,0.13381220599013752
6510701,27,admin.,single,secondary,10422,no,18188.0,yes,no,unknown,10422,12,jun,541,17,-1,0,10422,unknown,unknown,Mid Month,Young Adult,Ultra High,Long,Many,Recent,Few,0.56202143,0.23792965700070814,0.13372156709173394
8742955,41,management,married,tertiary,30313,no,13874.0,no,no,cellular,30313,5,feb,255,1,234,2,30313,other,unknown,Early Month,Middle-aged,Ultra High,Moderate,Few,Distant,Few,0.6725753,0.19876345940842155,0.13368339234116813
5215973,34,management,single,tertiary,41015,no,13014.0,no,no,cellular,41015,13,aug,738,1,-1,0,41015,unknown,unknown,Mid Month,Adult,Ultra High,Long,Few,Recent,Few,0.69724345,0.19095564069507745,0.1331425701108837
8648845,42,technician,married,tertiary,40014,no,15445.0,no,no,cellular,40014,3,jun,247,2,-1,0,40014,unknown,unknown,Early Month,Middle-aged,Ultra High,Moderate,Few,Recent,Few,0.6247012,0.21302634684872807,0.13307781491611995
1753999,53,management,married,tertiary,35316,no,34230.0,yes,yes,cellular,35316,7,may,279,1,358,9,35316,other,unknown,Early Month,Middle-aged,Ultra High,Moderate,Few,Distant,Many,0.3469269,0.38357271258148273,0.1330716912428952
7743556,45,housemaid,married,secondary,24381,no,20187.0,yes,no,cellular,24381,17,nov,707,1,-1,0,24381,unknown,unknown,Mid Month,Middle-aged,Ultra High,Long,Few,Recent,Few,0.517628,0.2560782960797487,0.13255329985071648
3303337,39,services,married,secondary,37670,no,20928.0,no,no,cellular,37670,14,may,1166,1,352,1,37670,other,unknown,Mid Month,Adult,Ultra High,Very Long,Few,Distant,Few,0.50309587,0.2628057305757812,0.1322164764165848
5858681,31,self-employed,single,tertiary,5303,no,14692.0,yes,no,unknown,5303,23,may,601,1,-1,0,5303,unknown,unknown,Late Month,Adult,Ultra High,Long,Few,Recent,Few,0.64106065,0.20618996604506745,0.13218027372821975
1428968,27,management,single,tertiary,7335,no,12956.0,yes,no,unknown,7335,29,may,789,3,-1,0,7335,unknown,unknown,Late Month,Young Adult,Ultra High,Long,Moderate,Recent,Few,0.68642503,0.19042906687487515,0.1307152779865379
4020937,37,management,single,tertiary,10279,no,8828.0,no,no,unknown,10279,12,jun,1010,3,-1,0,10279,unknown,unknown,Mid Month,Adult,Very High,Very Long,Moderate,Recent,Few,0.8537358,0.15295153705082346,0.13058020354243696
6627857,31,technician,single,tertiary,26783,no,13711.0,yes,no,cellular,26783,20,nov,1532,3,-1,0,26783,unknown,unknown,Mid Month,Adult,Ultra High,Very Long,Moderate,Recent,Few,0.6592338,0.19728360539647377,0.13005602254357235
1464038,30,management,single,tertiary,8855,no,17036.0,yes,no,unknown,8855,4,jun,597,7,-1,0,8855,unknown,unknown,Early Month,Adult,Ultra High,Long,Moderate,Recent,Few,0.56950104,0.22747081146841466,0.12954486423910835
6217793,34,management,single,tertiary,34425,no,26575.0,no,no,cellular,34425,5,may,245,6,168,1,34425,failure,unknown,Early Month,Adult,Ultra High,Moderate,Moderate,Distant,Few,0.41170064,0.3140740471737512,0.12930448501915254
2015358,59,retired,married,secondary,20854,no,25947.0,no,no,cellular,20854,13,aug,292,2,-1,0,20854,unknown,unknown,Mid Month,Middle-aged,Ultra High,Moderate,Few,Recent,Few,0.41547623,0.3083725237412162,0.1281214544528852
4276385,32,admin.,single,tertiary,40213,no,8866.0,no,no,cellular,40213,9,jun,234,2,83,2,40213,success,unknown,Early Month,Adult,Very High,Moderate,Few,Recent,Few,0.83522433,0.15329653369164564,0.12803699470911842
6547042,43,management,single,tertiary,42414,no,11891.0,no,no,cellular,42414,4,dec,821,5,242,1,42414,success,unknown,Early Month,Middle-aged,Ultra High,Long,Moderate,Distant,Few,0.70590127,0.18076008207288508,0.12759877062284578
4912092,38,services,single,secondary,20378,no,9609.0,yes,no,cellular,20378,11,aug,1687,9,-1,0,20378,unknown,unknown,Mid Month,Adult,Very High,Very Long,Moderate,Recent,Few,0.79673153,0.16004212590561617,0.12751060809650655
3041183,42,admin.,married,secondary,43296,no,16517.0,no,no,cellular,43296,15,mar,549,5,203,4,43296,failure,unknown,Mid Month,Middle-aged,Ultra High,Long,Moderate,Distant,Many,0.5699868,0.22275888366350116,0.12696962777532694
7752880,29,management,single,tertiary,39650,no,15459.0,no,no,cellular,39650,26,may,245,3,97,7,39650,success,no,Late Month,Young Adult,Ultra High,Moderate,Moderate,Recent,Many,0.59564507,0.21315345087429413,0.12696380218295775
4058279,43,management,married,tertiary,19967,no,21510.0,no,no,cellular,19967,8,aug,248,2,-1,0,19967,unknown,unknown,Early Month,Middle-aged,Ultra High,Moderate,Few,Recent,Few,0.47085914,0.26808962649574203,0.12623245101698394
2155554,51,unemployed,married,secondary,28878,no,17418.0,yes,no,telephone,28878,30,jan,237,2,-1,0,28878,unknown,unknown,Late Month,Middle-aged,Ultra High,Moderate,Few,Recent,Few,0.5452787,0.23093893559457448,0.12592608904859343
5650730,39,management,married,tertiary,5938,no,21111.0,yes,no,unknown,5938,26,may,695,4,-1,0,5938,unknown,unknown,Late Month,Adult,Ultra High,Long,Moderate,Recent,Few,0.47574478,0.2644671617671091,0.1258188727178077
3284298,41,management,married,tertiary,39838,no,10758.0,yes,no,cellular,39838,1,jun,288,1,-1,0,39838,unknown,no,Early Month,Middle-aged,Ultra High,Moderate,Few,Recent,Few,0.737246,0.17047373486100267,0.12568107519763566
5322810,40,self-employed,single,tertiary,40245,no,10346.0,no,no,cellular,40245,15,jun,491,2,207,1,40245,other,unknown,Mid Month,Middle-aged,Ultra High,Moderate,Few,Distant,Few,0.7523497,0.16673324496577271,0.12544170261195642
1514397,64,retired,married,primary,44351,no,12067.0,no,no,telephone,44351,30,jul,367,2,92,2,44351,success,unknown,Late Month,Senior,Ultra High,Moderate,Few,Recent,Few,0.6844692,0.18235796125142992,0.12481841204972627
2650325,57,admin.,married,secondary,45020,no,16873.0,no,no,cellular,45020,14,oct,219,3,372,1,45020,failure,unknown,Mid Month,Middle-aged,Ultra High,Moderate,Moderate,Distant,Few,0.5514585,0.22599095745646688,0.1246246294348162
3668549,60,admin.,divorced,secondary,31791,no,12039.0,no,no,telephone,31791,8,apr,236,1,-1,0,31791,unknown,unknown,Early Month,Senior,Ultra High,Moderate,Few,Recent,Few,0.683154,0.18210375320029779,0.12440490503385446
3365116,56,retired,married,primary,42284,no,9367.0,no,no,telephone,42284,13,nov,271,2,92,4,42284,success,unknown,Mid Month,Middle-aged,Very High,Moderate,Few,Recent,Many,0.7872385,0.15784504203511704,0.12426169075584138
6078581,60,technician,married,secondary,41955,no,10925.0,no,no,cellular,41955,23,oct,270,3,185,1,41955,success,unknown,Late Month,Senior,Ultra High,Moderate,Moderate,Distant,Few,0.7187716,0.17198990430882646,0.12362145472773778
